 >> <<<<<<<<<<<<< STARTING NEW SNAKES GAME :: 01:59:45 >>>>>>>>>>>>>>
 >> Opponent Script Path: C:/Users/TLP-001/Downloads/Maor_and_Weingertan_Snake.py
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 10
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: Red, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 11
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: Red, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 12
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: Red, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: None, Green Score: 13
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, -1), Green Food: Red, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (1, 0), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 14
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: Red, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (-1, 0), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 1
    Green Direction: (0, 1), Green Food: None, Green Score: 15
